session_id,route,facility,search_term,dwell_seconds,converted_to_report,observed_at
WS-004331,/help,Washrooms,cleaning,25,0,2026-01-31T22:00:00+05:30
WS-004332,/help,Water Points,parking,29,0,2026-02-01T01:00:00+05:30
WS-004333,/help,A2/2,lab,42,0,2026-02-01T00:00:00+05:30
WS-004334,/status,Sports Complex,parking,33,0,2026-02-01T03:00:00+05:30
WS-004335,/campus-map,A2/1,water,21,0,2026-02-01T05:00:00+05:30
WS-004336,/campus-map,CL1,water,33,0,2026-02-01T01:00:00+05:30
WS-004337,/status,Auditorium,wifi,24,1,2026-02-01T05:00:00+05:30
WS-004338,/campus-map,Main Gate,cleaning,33,0,2026-02-01T04:00:00+05:30
WS-004339,/status,LRC,cleaning,58,1,2026-02-01T07:00:00+05:30
WS-004340,/campus-map,Aryabhatt Bhawan II,water,104,0,2026-02-01T07:00:00+05:30
WS-004341,/report,Sports Complex,projector,46,0,2026-02-01T08:00:00+05:30
WS-004342,/status,Auditorium,parking,24,0,2026-02-01T09:00:00+05:30
WS-004343,/report,Aryabhatt Bhawan II,lab,53,0,2026-02-01T12:00:00+05:30
WS-004344,/status,Administration Block,cleaning,24,0,2026-02-01T13:00:00+05:30
WS-004345,/campus-map,A2/1,wifi,83,0,2026-02-01T09:00:00+05:30
WS-004346,/explore,Aryabhatt Bhawan III,cleaning,68,0,2026-02-01T12:00:00+05:30
WS-004347,/explore,A2/2,water,28,0,2026-02-01T12:00:00+05:30
WS-004348,/explore,A2/1,cleaning,65,0,2026-02-01T12:00:00+05:30
WS-004349,/explore,Auditorium,queue,22,0,2026-02-01T15:00:00+05:30
WS-004350,/status,A2/1,parking,80,0,2026-02-01T18:00:00+05:30
WS-004351,/report,A2/1,wifi,55,1,2026-02-01T22:00:00+05:30
WS-004352,/explore,Main Gate,water,33,0,2026-02-01T19:00:00+05:30
WS-004353,/help,H5 Boys Hostel,queue,66,0,2026-02-01T19:00:00+05:30
WS-004354,/explore,H5 Boys Hostel,cleaning,35,0,2026-02-02T01:00:00+05:30
WS-004355,/explore,Water Points,lab,39,1,2026-02-02T00:00:00+05:30
WS-004356,/help,CL22,lab,16,0,2026-02-02T01:00:00+05:30
WS-004357,/help,Annapurna / Main Mess,cleaning,89,0,2026-02-02T02:00:00+05:30
WS-004358,/report,H5 Boys Hostel,parking,22,0,2026-02-01T22:00:00+05:30
WS-004359,/status,A2/1,lab,51,0,2026-02-02T02:00:00+05:30
WS-004360,/status,H4 Boys Hostel,projector,82,0,2026-02-02T03:00:00+05:30
WS-004361,/help,A2/2,parking,20,0,2026-02-02T04:00:00+05:30
WS-004362,/explore,A2/2,projector,58,0,2026-02-02T02:00:00+05:30
WS-004363,/report,Girls Hostel,parking,27,0,2026-02-02T08:00:00+05:30
WS-004364,/status,A2/2,parking,56,0,2026-02-02T10:00:00+05:30
WS-004365,/report,Auditorium,cleaning,40,0,2026-02-02T05:00:00+05:30
WS-004366,/help,CL15,queue,26,0,2026-02-02T10:00:00+05:30
WS-004367,/explore,ECE Labs,lab,49,0,2026-02-02T13:00:00+05:30
WS-004368,/campus-map,Aryabhatt Bhawan II,queue,44,0,2026-02-02T10:00:00+05:30
WS-004369,/explore,Sports Complex,queue,42,0,2026-02-02T09:00:00+05:30
WS-004370,/explore,ECE Labs,water,20,0,2026-02-02T13:00:00+05:30
WS-004371,/campus-map,A2/1,water,30,1,2026-02-02T18:00:00+05:30
WS-004372,/help,Parking,water,42,0,2026-02-02T13:00:00+05:30
WS-004373,/explore,Girls Hostel,wifi,108,0,2026-02-02T17:00:00+05:30
WS-004374,/campus-map,LRC,projector,29,0,2026-02-02T20:00:00+05:30
WS-004375,/report,Sports Complex,wifi,51,1,2026-02-02T17:00:00+05:30
WS-004376,/explore,Washrooms,water,41,0,2026-02-02T22:00:00+05:30
WS-004377,/campus-map,Main Gate,projector,22,0,2026-02-02T17:00:00+05:30
WS-004378,/campus-map,Washrooms,water,51,0,2026-02-03T01:00:00+05:30
WS-004379,/help,Aryabhatt Bhawan II,queue,44,0,2026-02-02T21:00:00+05:30
WS-004380,/explore,H4 Boys Hostel,wifi,30,0,2026-02-03T02:00:00+05:30
WS-004381,/campus-map,Annapurna / Main Mess,water,74,0,2026-02-03T04:00:00+05:30
WS-004382,/campus-map,ECE Labs,parking,20,0,2026-02-03T05:00:00+05:30
WS-004383,/help,Auditorium,lab,102,0,2026-02-03T01:00:00+05:30
WS-004384,/status,Cafeteria / Canteen,parking,57,0,2026-02-03T02:00:00+05:30
WS-004385,/campus-map,A2/2,queue,39,0,2026-02-03T05:00:00+05:30
WS-004386,/explore,A2/1,cleaning,18,1,2026-02-03T03:00:00+05:30
WS-004387,/campus-map,Aryabhatt Bhawan II,cleaning,40,0,2026-02-03T05:00:00+05:30
WS-004388,/status,H5 Boys Hostel,lab,17,1,2026-02-03T04:00:00+05:30
WS-004389,/report,ECE Labs,lab,28,0,2026-02-03T09:00:00+05:30
WS-004390,/explore,Aryabhatt Bhawan III,wifi,8,0,2026-02-03T09:00:00+05:30
WS-004391,/campus-map,LRC,cleaning,24,0,2026-02-03T10:00:00+05:30
WS-004392,/report,Girls Hostel,water,23,0,2026-02-03T08:00:00+05:30
WS-004393,/help,LRC,lab,70,0,2026-02-03T13:00:00+05:30
WS-004394,/explore,LRC,lab,56,0,2026-02-03T16:00:00+05:30
WS-004395,/help,Aryabhatt Bhawan II,lab,45,0,2026-02-03T12:00:00+05:30
WS-004396,/explore,Cafeteria / Canteen,wifi,42,0,2026-02-03T16:00:00+05:30
WS-004397,/report,Parking,water,57,1,2026-02-03T20:00:00+05:30
WS-004398,/explore,A2/2,cleaning,49,1,2026-02-03T16:00:00+05:30
WS-004399,/status,Aryabhatt Bhawan III,water,104,0,2026-02-03T17:00:00+05:30
WS-004400,/report,Washrooms,water,23,0,2026-02-03T17:00:00+05:30
WS-004401,/status,Parking,parking,42,0,2026-02-03T18:00:00+05:30
WS-004402,/explore,Administration Block,projector,25,0,2026-02-03T18:00:00+05:30
WS-004403,/explore,ECE Labs,wifi,35,1,2026-02-04T00:00:00+05:30
WS-004404,/explore,LRC,lab,23,0,2026-02-03T22:00:00+05:30
WS-004405,/campus-map,Cafeteria / Canteen,queue,59,0,2026-02-04T00:00:00+05:30
WS-004406,/campus-map,A2/2,parking,94,0,2026-02-03T23:00:00+05:30
WS-004407,/report,Administration Block,lab,184,0,2026-02-04T01:00:00+05:30
WS-004408,/campus-map,Sports Complex,water,46,0,2026-02-04T05:00:00+05:30
WS-004409,/help,H4 Boys Hostel,projector,14,1,2026-02-04T01:00:00+05:30
WS-004410,/explore,A2/1,lab,31,1,2026-02-04T05:00:00+05:30
WS-004411,/help,A2/1,projector,49,0,2026-02-04T08:00:00+05:30
WS-004412,/explore,H5 Boys Hostel,cleaning,32,0,2026-02-04T10:00:00+05:30
WS-004413,/campus-map,LRC,lab,103,0,2026-02-04T11:00:00+05:30
WS-004414,/status,A2/1,projector,46,0,2026-02-04T08:00:00+05:30
WS-004415,/status,Aryabhatt Bhawan III,cleaning,73,0,2026-02-04T13:00:00+05:30
WS-004416,/campus-map,CL3,parking,25,0,2026-02-04T11:00:00+05:30
WS-004417,/report,Main Gate,lab,79,0,2026-02-04T11:00:00+05:30
WS-004418,/explore,Girls Hostel,projector,18,0,2026-02-04T13:00:00+05:30
WS-004419,/report,Auditorium,queue,80,0,2026-02-04T11:00:00+05:30
WS-004420,/campus-map,Aryabhatt Bhawan III,queue,36,0,2026-02-04T19:00:00+05:30
WS-004421,/explore,Annapurna / Main Mess,parking,37,1,2026-02-04T15:00:00+05:30
WS-004422,/explore,Aryabhatt Bhawan III,projector,26,0,2026-02-04T21:00:00+05:30
WS-004423,/status,Washrooms,wifi,29,0,2026-02-04T15:00:00+05:30
WS-004424,/campus-map,Aryabhatt Bhawan III,cleaning,19,1,2026-02-04T22:00:00+05:30
WS-004425,/report,Aryabhatt Bhawan II,lab,13,0,2026-02-04T19:00:00+05:30
WS-004426,/status,Auditorium,water,53,0,2026-02-04T23:00:00+05:30
WS-004427,/help,ECE Labs,queue,30,0,2026-02-04T20:00:00+05:30
WS-004428,/explore,Washrooms,parking,143,1,2026-02-04T23:00:00+05:30
WS-004429,/status,Sports Complex,projector,6,1,2026-02-05T01:00:00+05:30
WS-004430,/report,A2/1,queue,32,0,2026-02-05T04:00:00+05:30
WS-004431,/explore,Sports Complex,wifi,30,0,2026-02-05T00:00:00+05:30
WS-004432,/campus-map,CL22,projector,28,0,2026-02-05T07:00:00+05:30
WS-004433,/status,CL3,wifi,43,0,2026-02-05T02:00:00+05:30
WS-004434,/explore,LRC,projector,4,0,2026-02-05T07:00:00+05:30
WS-004435,/report,H4 Boys Hostel,queue,17,1,2026-02-05T10:00:00+05:30
WS-004436,/help,Annapurna / Main Mess,parking,57,1,2026-02-05T07:00:00+05:30
WS-004437,/status,CL15,wifi,29,0,2026-02-05T11:00:00+05:30
WS-004438,/status,CL22,wifi,55,0,2026-02-05T11:00:00+05:30
WS-004439,/report,CL15,wifi,65,1,2026-02-05T10:00:00+05:30
WS-004440,/status,Aryabhatt Bhawan II,lab,24,0,2026-02-05T13:00:00+05:30
WS-004441,/report,ECE Labs,parking,67,0,2026-02-05T11:00:00+05:30
WS-004442,/status,Aryabhatt Bhawan III,projector,33,0,2026-02-05T17:00:00+05:30
WS-004443,/report,Sports Complex,lab,73,1,2026-02-05T18:00:00+05:30
WS-004444,/explore,Water Points,projector,70,1,2026-02-05T13:00:00+05:30
WS-004445,/help,Aryabhatt Bhawan II,parking,20,0,2026-02-05T20:00:00+05:30
WS-004446,/campus-map,Parking,cleaning,44,0,2026-02-05T19:00:00+05:30
WS-004447,/report,Auditorium,lab,34,0,2026-02-05T18:00:00+05:30
WS-004448,/report,Aryabhatt Bhawan III,projector,130,0,2026-02-05T17:00:00+05:30
WS-004449,/explore,Water Points,wifi,67,0,2026-02-05T19:00:00+05:30
WS-004450,/campus-map,CL1,cleaning,31,0,2026-02-05T19:00:00+05:30
WS-004451,/explore,Sports Complex,cleaning,45,1,2026-02-05T23:00:00+05:30
WS-004452,/status,LRC,queue,44,0,2026-02-05T21:00:00+05:30
WS-004453,/report,LRC,projector,56,0,2026-02-06T00:00:00+05:30
WS-004454,/explore,A2/2,projector,30,0,2026-02-06T04:00:00+05:30
WS-004455,/report,A2/1,projector,28,0,2026-02-05T23:00:00+05:30
WS-004456,/campus-map,Aryabhatt Bhawan III,water,89,0,2026-02-06T05:00:00+05:30
WS-004457,/report,LRC,cleaning,66,0,2026-02-06T01:00:00+05:30
WS-004458,/explore,Sports Complex,lab,64,0,2026-02-06T02:00:00+05:30
WS-004459,/status,H5 Boys Hostel,lab,2,0,2026-02-06T03:00:00+05:30
WS-004460,/campus-map,Washrooms,queue,55,0,2026-02-06T08:00:00+05:30
WS-004461,/campus-map,Main Gate,queue,96,0,2026-02-06T11:00:00+05:30
WS-004462,/help,Main Gate,lab,25,0,2026-02-06T10:00:00+05:30
WS-004463,/status,Parking,lab,33,0,2026-02-06T11:00:00+05:30
WS-004464,/status,Parking,water,53,0,2026-02-06T14:00:00+05:30
WS-004465,/status,Washrooms,parking,41,1,2026-02-06T12:00:00+05:30
WS-004466,/status,Girls Hostel,wifi,10,0,2026-02-06T13:00:00+05:30
WS-004467,/help,Sports Complex,cleaning,45,1,2026-02-06T11:00:00+05:30
WS-004468,/report,Washrooms,wifi,136,0,2026-02-06T19:00:00+05:30
WS-004469,/status,CL15,cleaning,26,0,2026-02-06T20:00:00+05:30
WS-004470,/help,LRC,water,92,0,2026-02-06T21:00:00+05:30
WS-004471,/report,A2/2,projector,36,0,2026-02-06T17:00:00+05:30
WS-004472,/explore,Aryabhatt Bhawan III,queue,87,0,2026-02-06T21:00:00+05:30
WS-004473,/campus-map,CL3,queue,44,1,2026-02-06T18:00:00+05:30
WS-004474,/status,H4 Boys Hostel,wifi,30,1,2026-02-06T22:00:00+05:30
WS-004475,/campus-map,Annapurna / Main Mess,projector,42,0,2026-02-07T01:00:00+05:30
WS-004476,/explore,Sports Complex,parking,57,1,2026-02-06T21:00:00+05:30
WS-004477,/report,Water Points,wifi,23,1,2026-02-07T01:00:00+05:30
WS-004478,/explore,Cafeteria / Canteen,queue,25,1,2026-02-07T04:00:00+05:30
WS-004479,/report,Annapurna / Main Mess,cleaning,120,0,2026-02-07T06:00:00+05:30
WS-004480,/campus-map,Main Gate,parking,112,0,2026-02-07T06:00:00+05:30
WS-004481,/status,H4 Boys Hostel,queue,46,0,2026-02-07T08:00:00+05:30
WS-004482,/report,Administration Block,projector,47,0,2026-02-07T05:00:00+05:30
WS-004483,/explore,Administration Block,projector,64,1,2026-02-07T07:00:00+05:30
WS-004484,/explore,A2/1,cleaning,45,0,2026-02-07T11:00:00+05:30
WS-004485,/report,Washrooms,cleaning,81,0,2026-02-07T09:00:00+05:30
WS-004486,/help,Administration Block,water,55,0,2026-02-07T09:00:00+05:30
WS-004487,/explore,Aryabhatt Bhawan II,cleaning,46,0,2026-02-07T11:00:00+05:30
WS-004488,/help,A2/2,cleaning,55,0,2026-02-07T10:00:00+05:30
WS-004489,/status,Water Points,wifi,19,0,2026-02-07T11:00:00+05:30
WS-004490,/help,A2/1,projector,6,0,2026-02-07T15:00:00+05:30
WS-004491,/campus-map,Sports Complex,projector,66,0,2026-02-07T17:00:00+05:30
WS-004492,/campus-map,A2/1,parking,15,0,2026-02-07T19:00:00+05:30
WS-004493,/explore,Aryabhatt Bhawan II,parking,24,0,2026-02-07T17:00:00+05:30
WS-004494,/help,ECE Labs,wifi,57,1,2026-02-07T14:00:00+05:30
WS-004495,/help,Auditorium,parking,22,0,2026-02-07T19:00:00+05:30
WS-004496,/status,LRC,water,9,0,2026-02-07T16:00:00+05:30
WS-004497,/campus-map,LRC,lab,103,0,2026-02-07T21:00:00+05:30
WS-004498,/report,Cafeteria / Canteen,queue,128,0,2026-02-07T18:00:00+05:30
WS-004499,/campus-map,CL1,queue,49,1,2026-02-08T02:00:00+05:30
WS-004500,/status,Washrooms,queue,18,0,2026-02-08T02:00:00+05:30
WS-004501,/report,A2/1,wifi,24,0,2026-02-08T00:00:00+05:30
WS-004502,/campus-map,Main Gate,parking,12,1,2026-02-07T23:00:00+05:30
WS-004503,/status,H5 Boys Hostel,cleaning,15,0,2026-02-08T00:00:00+05:30
WS-004504,/explore,Annapurna / Main Mess,queue,41,1,2026-02-08T07:00:00+05:30
WS-004505,/explore,ECE Labs,cleaning,27,0,2026-02-08T07:00:00+05:30
WS-004506,/explore,Aryabhatt Bhawan II,wifi,87,1,2026-02-08T06:00:00+05:30
WS-004507,/status,Parking,lab,47,0,2026-02-08T08:00:00+05:30
WS-004508,/help,Washrooms,queue,92,0,2026-02-08T04:00:00+05:30
WS-004509,/campus-map,CL15,wifi,52,1,2026-02-08T09:00:00+05:30
WS-004510,/campus-map,Aryabhatt Bhawan III,cleaning,16,0,2026-02-08T06:00:00+05:30
WS-004511,/explore,A2/2,water,38,0,2026-02-08T07:00:00+05:30
WS-004512,/status,CL1,lab,66,0,2026-02-08T15:00:00+05:30
WS-004513,/explore,Parking,wifi,27,1,2026-02-08T14:00:00+05:30
WS-004514,/explore,Cafeteria / Canteen,queue,37,0,2026-02-08T14:00:00+05:30
WS-004515,/explore,H4 Boys Hostel,projector,72,0,2026-02-08T15:00:00+05:30
WS-004516,/campus-map,Parking,projector,46,1,2026-02-08T12:00:00+05:30
WS-004517,/report,Aryabhatt Bhawan II,parking,46,0,2026-02-08T20:00:00+05:30
WS-004518,/help,Sports Complex,lab,12,1,2026-02-08T21:00:00+05:30
WS-004519,/status,Aryabhatt Bhawan II,water,19,1,2026-02-08T22:00:00+05:30
WS-004520,/explore,ECE Labs,parking,59,0,2026-02-08T21:00:00+05:30
WS-004521,/help,LRC,queue,35,0,2026-02-08T18:00:00+05:30
WS-004522,/report,Cafeteria / Canteen,queue,12,0,2026-02-09T01:00:00+05:30
WS-004523,/report,A2/1,lab,14,0,2026-02-08T19:00:00+05:30
WS-004524,/report,Aryabhatt Bhawan II,cleaning,40,1,2026-02-09T03:00:00+05:30
WS-004525,/explore,CL1,projector,41,1,2026-02-08T21:00:00+05:30
WS-004526,/help,LRC,queue,10,0,2026-02-09T00:00:00+05:30
WS-004527,/help,CL1,parking,20,0,2026-02-09T01:00:00+05:30
WS-004528,/help,Administration Block,wifi,26,0,2026-02-09T01:00:00+05:30
WS-004529,/status,CL1,queue,35,0,2026-02-09T02:00:00+05:30
WS-004530,/campus-map,LRC,lab,24,0,2026-02-09T03:00:00+05:30
WS-004531,/campus-map,Washrooms,queue,26,0,2026-02-09T06:00:00+05:30
WS-004532,/explore,H4 Boys Hostel,parking,95,0,2026-02-09T06:00:00+05:30
WS-004533,/report,A2/2,queue,37,0,2026-02-09T08:00:00+05:30
WS-004534,/status,Aryabhatt Bhawan II,water,44,0,2026-02-09T13:00:00+05:30
WS-004535,/report,Girls Hostel,queue,9,0,2026-02-09T14:00:00+05:30
WS-004536,/report,Auditorium,parking,75,0,2026-02-09T15:00:00+05:30
WS-004537,/explore,Auditorium,wifi,36,1,2026-02-09T14:00:00+05:30
WS-004538,/explore,CL15,cleaning,32,0,2026-02-09T11:00:00+05:30
WS-004539,/report,Sports Complex,parking,42,1,2026-02-09T11:00:00+05:30
WS-004540,/report,Parking,projector,31,1,2026-02-09T13:00:00+05:30
WS-004541,/explore,A2/2,projector,32,0,2026-02-09T19:00:00+05:30
WS-004542,/campus-map,ECE Labs,projector,74,0,2026-02-09T14:00:00+05:30
WS-004543,/explore,LRC,projector,52,0,2026-02-09T17:00:00+05:30
WS-004544,/explore,A2/1,lab,63,1,2026-02-09T21:00:00+05:30
WS-004545,/report,CL3,projector,114,1,2026-02-09T17:00:00+05:30
WS-004546,/help,ECE Labs,water,30,0,2026-02-10T01:00:00+05:30
WS-004547,/status,Auditorium,parking,28,0,2026-02-09T22:00:00+05:30
WS-004548,/explore,Aryabhatt Bhawan II,projector,39,0,2026-02-10T00:00:00+05:30
WS-004549,/campus-map,Sports Complex,lab,4,0,2026-02-09T23:00:00+05:30
WS-004550,/status,H5 Boys Hostel,queue,15,0,2026-02-09T22:00:00+05:30
WS-004551,/report,Auditorium,projector,94,0,2026-02-10T01:00:00+05:30
WS-004552,/status,H4 Boys Hostel,lab,27,0,2026-02-10T02:00:00+05:30
WS-004553,/status,Sports Complex,wifi,5,0,2026-02-10T04:00:00+05:30
WS-004554,/campus-map,Water Points,parking,44,0,2026-02-10T02:00:00+05:30
WS-004555,/status,Water Points,parking,32,0,2026-02-10T09:00:00+05:30
WS-004556,/status,LRC,wifi,22,0,2026-02-10T08:00:00+05:30
WS-004557,/campus-map,Parking,parking,58,0,2026-02-10T08:00:00+05:30
WS-004558,/report,CL22,queue,18,0,2026-02-10T11:00:00+05:30
WS-004559,/help,A2/1,parking,96,0,2026-02-10T09:00:00+05:30
WS-004560,/help,Cafeteria / Canteen,lab,96,0,2026-02-10T11:00:00+05:30
WS-004561,/report,Cafeteria / Canteen,lab,50,0,2026-02-10T14:00:00+05:30
WS-004562,/status,LRC,water,125,0,2026-02-10T14:00:00+05:30
WS-004563,/campus-map,CL1,cleaning,17,0,2026-02-10T13:00:00+05:30
WS-004564,/explore,A2/2,queue,37,0,2026-02-10T16:00:00+05:30
WS-004565,/status,CL22,cleaning,46,0,2026-02-10T14:00:00+05:30
WS-004566,/help,Washrooms,queue,46,1,2026-02-10T20:00:00+05:30
WS-004567,/campus-map,Girls Hostel,cleaning,50,0,2026-02-10T16:00:00+05:30
WS-004568,/explore,ECE Labs,queue,14,0,2026-02-10T20:00:00+05:30
WS-004569,/status,Main Gate,water,17,0,2026-02-10T17:00:00+05:30
WS-004570,/help,Sports Complex,water,47,0,2026-02-10T23:00:00+05:30
WS-004571,/campus-map,A2/2,parking,13,1,2026-02-11T02:00:00+05:30
WS-004572,/report,Annapurna / Main Mess,queue,72,0,2026-02-10T20:00:00+05:30
WS-004573,/help,ECE Labs,water,9,0,2026-02-11T03:00:00+05:30
WS-004574,/status,CL15,wifi,70,1,2026-02-11T04:00:00+05:30
WS-004575,/status,CL3,projector,15,0,2026-02-11T03:00:00+05:30
WS-004576,/explore,Sports Complex,projector,16,0,2026-02-11T00:00:00+05:30
WS-004577,/status,CL3,lab,12,0,2026-02-11T08:00:00+05:30
WS-004578,/campus-map,Aryabhatt Bhawan III,lab,43,0,2026-02-11T09:00:00+05:30
WS-004579,/report,H4 Boys Hostel,queue,21,0,2026-02-11T08:00:00+05:30
WS-004580,/explore,CL3,queue,14,0,2026-02-11T09:00:00+05:30
WS-004581,/campus-map,Aryabhatt Bhawan III,wifi,106,1,2026-02-11T12:00:00+05:30
WS-004582,/help,LRC,wifi,11,0,2026-02-11T06:00:00+05:30
WS-004583,/campus-map,Aryabhatt Bhawan II,parking,54,0,2026-02-11T12:00:00+05:30
WS-004584,/help,CL15,projector,45,0,2026-02-11T09:00:00+05:30
WS-004585,/explore,Aryabhatt Bhawan III,lab,16,0,2026-02-11T09:00:00+05:30
WS-004586,/campus-map,H4 Boys Hostel,wifi,26,0,2026-02-11T11:00:00+05:30
WS-004587,/status,Administration Block,wifi,51,1,2026-02-11T18:00:00+05:30
WS-004588,/campus-map,Parking,parking,26,0,2026-02-11T13:00:00+05:30
WS-004589,/report,A2/1,cleaning,14,0,2026-02-11T15:00:00+05:30
WS-004590,/explore,Aryabhatt Bhawan II,queue,27,1,2026-02-11T18:00:00+05:30
WS-004591,/status,Aryabhatt Bhawan II,wifi,60,0,2026-02-11T19:00:00+05:30
WS-004592,/explore,A2/2,parking,35,1,2026-02-11T22:00:00+05:30
WS-004593,/explore,Aryabhatt Bhawan III,cleaning,44,1,2026-02-12T00:00:00+05:30
WS-004594,/status,Cafeteria / Canteen,projector,49,0,2026-02-11T21:00:00+05:30
WS-004595,/campus-map,Aryabhatt Bhawan II,wifi,39,0,2026-02-11T23:00:00+05:30
WS-004596,/explore,A2/2,wifi,42,0,2026-02-12T00:00:00+05:30
WS-004597,/help,CL3,queue,34,1,2026-02-12T02:00:00+05:30
WS-004598,/campus-map,A2/1,parking,69,0,2026-02-12T04:00:00+05:30
WS-004599,/report,Administration Block,wifi,19,0,2026-02-12T04:00:00+05:30
WS-004600,/explore,ECE Labs,projector,46,0,2026-02-12T05:00:00+05:30
WS-004601,/explore,A2/1,parking,37,0,2026-02-12T03:00:00+05:30
WS-004602,/report,H5 Boys Hostel,lab,25,1,2026-02-12T03:00:00+05:30
WS-004603,/help,A2/2,projector,25,0,2026-02-12T06:00:00+05:30
WS-004604,/explore,A2/2,water,12,1,2026-02-12T10:00:00+05:30
WS-004605,/status,H5 Boys Hostel,wifi,101,0,2026-02-12T10:00:00+05:30
WS-004606,/help,Administration Block,lab,23,0,2026-02-12T09:00:00+05:30
WS-004607,/help,LRC,queue,6,0,2026-02-12T07:00:00+05:30
WS-004608,/campus-map,Aryabhatt Bhawan II,water,10,0,2026-02-12T15:00:00+05:30
WS-004609,/explore,H4 Boys Hostel,wifi,33,0,2026-02-12T14:00:00+05:30
WS-004610,/explore,Cafeteria / Canteen,water,37,1,2026-02-12T10:00:00+05:30
WS-004611,/help,A2/2,wifi,126,0,2026-02-12T18:00:00+05:30
WS-004612,/status,CL22,cleaning,25,0,2026-02-12T18:00:00+05:30
WS-004613,/campus-map,A2/1,parking,47,0,2026-02-12T15:00:00+05:30
WS-004614,/status,Aryabhatt Bhawan III,projector,57,0,2026-02-12T20:00:00+05:30
WS-004615,/campus-map,Water Points,wifi,44,1,2026-02-12T21:00:00+05:30
WS-004616,/status,H5 Boys Hostel,cleaning,26,0,2026-02-12T18:00:00+05:30
WS-004617,/status,Washrooms,cleaning,47,0,2026-02-12T23:00:00+05:30
WS-004618,/explore,H4 Boys Hostel,water,26,0,2026-02-12T21:00:00+05:30
WS-004619,/campus-map,Washrooms,cleaning,62,0,2026-02-13T01:00:00+05:30
WS-004620,/status,Administration Block,parking,21,0,2026-02-13T00:00:00+05:30
WS-004621,/status,ECE Labs,wifi,72,0,2026-02-13T02:00:00+05:30
WS-004622,/report,A2/2,parking,35,0,2026-02-13T05:00:00+05:30
WS-004623,/campus-map,H4 Boys Hostel,lab,65,0,2026-02-13T03:00:00+05:30
WS-004624,/help,Aryabhatt Bhawan II,cleaning,40,1,2026-02-13T04:00:00+05:30
WS-004625,/explore,LRC,lab,35,0,2026-02-13T01:00:00+05:30
WS-004626,/report,H4 Boys Hostel,wifi,25,0,2026-02-13T04:00:00+05:30
WS-004627,/status,Administration Block,water,33,1,2026-02-13T03:00:00+05:30
WS-004628,/campus-map,Cafeteria / Canteen,parking,114,0,2026-02-13T04:00:00+05:30
WS-004629,/report,Sports Complex,water,8,0,2026-02-13T10:00:00+05:30
WS-004630,/status,Girls Hostel,projector,54,0,2026-02-13T07:00:00+05:30
WS-004631,/status,A2/1,cleaning,17,0,2026-02-13T14:00:00+05:30
WS-004632,/report,CL22,projector,17,0,2026-02-13T10:00:00+05:30
WS-004633,/explore,Sports Complex,cleaning,64,1,2026-02-13T14:00:00+05:30
WS-004634,/campus-map,LRC,wifi,89,0,2026-02-13T17:00:00+05:30
WS-004635,/campus-map,A2/2,projector,54,0,2026-02-13T15:00:00+05:30
WS-004636,/status,Auditorium,lab,55,0,2026-02-13T14:00:00+05:30
WS-004637,/status,CL15,cleaning,77,0,2026-02-13T16:00:00+05:30
WS-004638,/help,Main Gate,water,21,0,2026-02-13T21:00:00+05:30
WS-004639,/campus-map,Water Points,projector,15,0,2026-02-13T15:00:00+05:30
WS-004640,/report,Aryabhatt Bhawan II,projector,2,0,2026-02-13T18:00:00+05:30
WS-004641,/explore,A2/1,projector,26,0,2026-02-13T21:00:00+05:30
WS-004642,/status,Parking,water,65,1,2026-02-13T21:00:00+05:30
WS-004643,/status,CL3,queue,33,0,2026-02-13T23:00:00+05:30
WS-004644,/campus-map,CL22,wifi,15,1,2026-02-13T22:00:00+05:30
WS-004645,/report,Annapurna / Main Mess,cleaning,11,0,2026-02-14T02:00:00+05:30
WS-004646,/campus-map,Administration Block,cleaning,41,0,2026-02-14T04:00:00+05:30
WS-004647,/explore,CL15,parking,67,0,2026-02-14T01:00:00+05:30
WS-004648,/status,H4 Boys Hostel,lab,24,0,2026-02-14T02:00:00+05:30
WS-004649,/status,Administration Block,queue,106,0,2026-02-14T01:00:00+05:30
WS-004650,/help,Washrooms,parking,96,0,2026-02-14T04:00:00+05:30
WS-004651,/help,Administration Block,parking,46,0,2026-02-14T06:00:00+05:30
WS-004652,/help,ECE Labs,parking,30,0,2026-02-14T10:00:00+05:30
WS-004653,/campus-map,LRC,cleaning,24,0,2026-02-14T10:00:00+05:30
WS-004654,/report,Auditorium,lab,47,0,2026-02-14T08:00:00+05:30
WS-004655,/help,A2/2,parking,32,0,2026-02-14T08:00:00+05:30
WS-004656,/status,A2/2,wifi,11,0,2026-02-14T12:00:00+05:30
WS-004657,/explore,Aryabhatt Bhawan III,cleaning,90,0,2026-02-14T09:00:00+05:30
WS-004658,/status,Aryabhatt Bhawan II,cleaning,17,0,2026-02-14T11:00:00+05:30
WS-004659,/status,H4 Boys Hostel,parking,58,0,2026-02-14T16:00:00+05:30
WS-004660,/status,A2/2,parking,36,0,2026-02-14T16:00:00+05:30
WS-004661,/report,Aryabhatt Bhawan III,projector,81,0,2026-02-14T14:00:00+05:30
WS-004662,/report,Aryabhatt Bhawan II,wifi,93,0,2026-02-14T17:00:00+05:30
WS-004663,/report,Aryabhatt Bhawan III,lab,59,0,2026-02-14T15:00:00+05:30
WS-004664,/report,H5 Boys Hostel,lab,15,0,2026-02-14T18:00:00+05:30
WS-004665,/campus-map,A2/2,queue,14,0,2026-02-14T20:00:00+05:30
