@RELATION campuslens_complaints_v2

@ATTRIBUTE complaint STRING
@ATTRIBUTE facility_type {academic,lab,library,food,hostel,office,common,outdoor,utility,sports}
@ATTRIBUTE hour NUMERIC
@ATTRIBUTE occupancy NUMERIC
@ATTRIBUTE humidity NUMERIC
@ATTRIBUTE impact NUMERIC
@ATTRIBUTE category {Network,Infrastructure,Cleanliness,Canteen,Electrical,Lab_Equipment,Water,Other}

@DATA
'for the second time this week water is collecting beneath the dispenser in student parking the water service needs attention while the area is moderately occupied at 16:09 case 2419',outdoor,16,54,70,2,Water
'for the second time this week water is collecting beneath the dispenser in ts18 after normal troubleshooting was attempted and the condition has become more frequent at 10:33 case 2420',academic,10,61,76,2,Water
'a repeated observation is that internet speed falls below a usable level in ff6 the network service is affected without any warning notice at 14:48 case 2421',academic,14,76,84,2,Network
'during the latest session lights flicker repeatedly during use in visitor parking while another campus service remains normal near the main entrance to the space at 12:44 case 2422',outdoor,12,87,44,2,Electrical
'staff were informed that an unattended item is obstructing the walkway in g6 and the issue lasts more than ten minutes without any warning notice at 15:57 case 2423',academic,15,74,65,2,Other
'an urgent maintenance check is needed because pedestrian movement is restricted by stored material in basketball court campus operations are being disrupted without any warning notice at 8:07 case 2424',sports,8,43,62,2,Other
'during the latest session lights flicker repeatedly during use in security post the electrical supply needs inspection near the main entrance to the space at 11:31 case 2425',outdoor,11,80,55,4,Electrical
'staff were informed that an electrical panel is making an unusual sound in backstage the electrical supply needs inspection and it interrupts scheduled teaching at 17:51 case 2426',common,17,87,85,2,Infrastructure
'please investigate because the area has not been cleaned since the morning in ts17 while the area is moderately occupied and it interrupts scheduled teaching at 13:22 case 2427',academic,13,70,69,1,Cleanliness
'please investigate because the projector loses its input after a few minutes in g2 although nearby rooms remain usable and it interrupts scheduled teaching at 11:53 case 2428',academic,11,57,79,2,Infrastructure
'for the second time this week the device driver is missing from the workstation in cs1 without any warning notice without any warning notice at 9:15 case 2430',academic,9,100,37,3,Lab_Equipment
'please investigate because the campus network drops repeatedly during class in food court the network service is affected without any warning notice at 17:01 case 2431',food,17,84,60,1,Network
'students report that only one billing counter is open during the rush in cr202 while the area is moderately occupied and the condition has become more frequent at 17:45 case 2432',academic,17,54,65,4,Canteen
'during the latest session students are waiting too long for food service in billing counter the food service operation is affected and staff assistance has been requested at 10:54 case 2433',food,10,62,50,3,Canteen
'a repeated observation is that laboratory equipment reports a calibration error in cl1-a laboratory equipment availability is affected near the main entrance to the space at 16:17 case 2434',lab,16,37,40,3,Lab_Equipment
'an urgent maintenance check is needed because the filtration unit shows a service warning in h5 corridor 1 during a regular teaching period and it interrupts scheduled teaching at 11:26 case 2435',hostel,11,62,68,4,Water
'during the latest session students are waiting too long for food service in ts11 although nearby rooms remain usable and the condition has become more frequent at 18:04 case 2438',academic,18,78,68,2,Canteen
'an urgent maintenance check is needed because pedestrian movement is restricted by stored material in billing counter campus operations are being disrupted and several students are affected at 13:53 case 2440',food,13,92,64,2,Other
'a repeated observation is that the wash area needs urgent sanitation in cr201 and several students are affected while another campus service remains normal at 16:24 case 2441',academic,16,24,21,4,Cleanliness
'an urgent maintenance check is needed because pedestrian movement is restricted by stored material in cl1-b campus operations are being disrupted and staff assistance has been requested at 13:02 case 2442',lab,13,78,58,1,Water
'students report that several desks have loose or damaged fittings in g3 and the issue lasts more than ten minutes and it interrupts scheduled teaching at 16:54 case 2446',academic,16,78,68,2,Infrastructure
'a repeated observation is that the nearest water point is not operational in cooler a the water service needs attention and the issue lasts more than ten minutes at 9:42 case 2449',utility,9,63,79,2,Water
'a repeated observation is that the display cable and wall port need repair in g2 and the issue lasts more than ten minutes after normal troubleshooting was attempted at 11:33 case 2450',academic,11,100,72,4,Canteen
'during the latest session the classroom door cannot close safely in cs1 the physical infrastructure needs attention during a regular teaching period at 15:02 case 2452',academic,15,67,81,5,Infrastructure
'a repeated observation is that the wash area needs urgent sanitation in ts11 while the area is moderately occupied during a regular teaching period at 13:12 case 2454',academic,13,54,51,3,Cleanliness
'a repeated observation is that a campus service is unavailable without an explanation in washroom g campus operations are being disrupted and it interrupts scheduled teaching at 9:05 case 2455',utility,9,52,65,4,Other
'for the second time this week order processing has stopped at one counter in security post the food service operation is affected although nearby rooms remain usable at 16:37 case 2456',outdoor,16,46,61,1,Canteen
'an urgent maintenance check is needed because signage for the room is missing in ff6 without any warning notice after normal troubleshooting was attempted at 15:19 case 2457',academic,15,65,51,2,Infrastructure
'during the latest session students cannot authenticate to the wireless network in g3 the network service is affected although nearby rooms remain usable at 11:11 case 2458',academic,11,95,52,1,Network
'for the second time this week the help desk is closed during published hours in visitor parking without any warning notice near the main entrance to the space at 17:06 case 2459',outdoor,17,81,68,1,Other
'please investigate because the ceiling fans are not operating in cr101 the electrical supply needs inspection while another campus service remains normal at 18:54 case 2460',academic,18,72,69,3,Electrical
'for the second time this week the lecture-room screen does not lower correctly in main hall during a regular teaching period while another campus service remains normal at 11:36 case 2461',common,11,98,89,2,Infrastructure
'for the second time this week the device driver is missing from the workstation in academic office laboratory equipment availability is affected although nearby rooms remain usable at 14:11 case 2462',office,14,74,72,2,Lab_Equipment
'today we noticed that ceiling plaster appears loose near the entrance in g1 and several students are affected and it interrupts scheduled teaching at 11:15 case 2463',academic,11,61,57,3,Infrastructure
'a repeated observation is that a power socket is loose and unsafe in reading hall and it interrupts scheduled teaching and several students are affected at 12:22 case 2465',library,12,100,80,2,Electrical
'a repeated observation is that a power socket is loose and unsafe in cs2 while the area is moderately occupied during a regular teaching period at 9:34 case 2466',academic,9,56,58,1,Electrical
'students report that only one billing counter is open during the rush in ts11 the food service operation is affected and the issue lasts more than ten minutes at 16:24 case 2468',academic,16,47,40,5,Canteen
'a repeated observation is that internet speed falls below a usable level in ts11 the network service is affected while the area is moderately occupied at 8:57 case 2469',academic,8,77,35,1,Network
'please investigate because the drinking-water dispenser is empty in washroom 1 during a regular teaching period and staff assistance has been requested at 10:11 case 2470',utility,10,57,48,1,Water
'please investigate because the drinking-water dispenser is empty in h4 common room the water service needs attention while another campus service remains normal at 14:24 case 2471',hostel,14,68,73,3,Water
'during the latest session water pressure is too low for normal use in ts11 the water service needs attention while another campus service remains normal at 17:03 case 2473',academic,17,19,64,3,Water
'an urgent maintenance check is needed because the lab printer is unavailable to student systems in g2 laboratory equipment availability is affected near the main entrance to the space at 15:02 case 2474',academic,15,73,44,2,Lab_Equipment
'today we noticed that network coverage disappears near the back rows in reading hall the network service is affected while another campus service remains normal at 16:48 case 2475',library,16,80,55,4,Network
'an urgent maintenance check is needed because the lunch rush is blocking the entrance in reading hall the food service operation is affected and several students are affected at 17:32 case 2476',library,17,73,58,4,Canteen
'today we noticed that network coverage disappears near the back rows in cs1 and it interrupts scheduled teaching without any warning notice at 8:20 case 2477',academic,8,18,65,4,Network
'an urgent maintenance check is needed because the lab printer is unavailable to student systems in cl3-b and it interrupts scheduled teaching during a regular teaching period at 11:31 case 2479',lab,11,49,43,1,Lab_Equipment
'today we noticed that charging points are unavailable in gate 1 and it interrupts scheduled teaching and the condition has become more frequent at 18:54 case 2480',outdoor,18,100,49,3,Electrical
'a repeated observation is that laboratory equipment reports a calibration error in g3 laboratory equipment availability is affected while the area is moderately occupied at 13:30 case 2481',academic,13,95,39,5,Lab_Equipment
'an urgent maintenance check is needed because the filtration unit shows a service warning in reception the water service needs attention near the main entrance to the space at 12:26 case 2482',office,12,96,54,3,Water
'during the latest session students cannot authenticate to the wireless network in cs1 the network service is affected while the area is moderately occupied at 17:44 case 2483',academic,17,65,78,3,Network
'staff were informed that dust and litter remain around the workstations in student parking during a regular teaching period while the area is moderately occupied at 16:23 case 2484',outdoor,16,68,37,4,Cleanliness
'an urgent maintenance check is needed because the lunch rush is blocking the entrance in cl3-a and several students are affected while another campus service remains normal at 17:07 case 2485',lab,17,30,72,4,Canteen
'please investigate because the projector loses its input after a few minutes in h5 corridor 1 and several students are affected during a regular teaching period at 11:06 case 2486',hostel,11,16,60,3,Infrastructure
'students report that the wifi signal is unstable for several devices in ts18 and it interrupts scheduled teaching without any warning notice at 15:35 case 2487',academic,15,31,32,4,Network
'please investigate because the service queue is moving very slowly in washroom 1 the food service operation is affected and it interrupts scheduled teaching at 14:01 case 2488',utility,14,84,77,4,Canteen
'during the latest session the workstation cannot boot for the practical in main hall laboratory equipment availability is affected near the main entrance to the space at 10:27 case 2489',common,10,95,54,5,Lab_Equipment
'students report that the air conditioner stops cooling after midday in h5 corridor 2 without any warning notice near the main entrance to the space at 8:42 case 2490',hostel,8,83,78,2,Electrical
'students report that the wifi signal is unstable for several devices in group study without any warning notice while another campus service remains normal at 18:26 case 2491',library,18,56,34,3,Network
'an urgent maintenance check is needed because standing water is creating an unhygienic patch in main hall after normal troubleshooting was attempted without any warning notice at 14:35 case 2493',common,14,92,93,1,Cleanliness
'today we noticed that seating capacity is insufficient during the meal break in digital area near the main entrance to the space and several students are affected at 14:01 case 2494',library,14,61,54,1,Canteen
'for the second time this week the device driver is missing from the workstation in cl15-b and staff assistance has been requested after normal troubleshooting was attempted at 8:57 case 2495',lab,8,46,42,4,Lab_Equipment
'students report that water is leaking into the walking area in backstage and the issue lasts more than ten minutes during a regular teaching period at 14:57 case 2496',common,14,50,66,2,Water
'for the second time this week order processing has stopped at one counter in cl3-a the food service operation is affected without any warning notice at 17:08 case 2497',lab,17,68,68,2,Canteen
'a repeated observation is that internet speed falls below a usable level in visitor parking and the condition has become more frequent near the main entrance to the space at 8:28 case 2499',outdoor,8,50,78,4,Network
'for the second time this week the wired connection cannot reach institute services in gym the network service is affected during a regular teaching period at 11:26 case 2501',sports,11,54,74,4,Network
'please investigate because the service queue is moving very slowly in g2 and the issue lasts more than ten minutes and it interrupts scheduled teaching at 12:30 case 2502',academic,12,92,60,3,Canteen
'please investigate because several systems freeze during compilation in g3 laboratory equipment availability is affected while the area is moderately occupied at 12:01 case 2503',academic,12,66,41,5,Cleanliness
'during the latest session lights flicker repeatedly during use in washroom 1 the electrical supply needs inspection and the condition has become more frequent at 15:32 case 2505',utility,15,42,51,2,Electrical
'students report that the air conditioner stops cooling after midday in food court after normal troubleshooting was attempted and the condition has become more frequent at 10:38 case 2506',food,10,73,59,2,Electrical
'today we noticed that the corridor has a persistent hygiene problem in h4 corridor 1 this is a hygiene and cleanliness concern during a regular teaching period at 15:48 case 2507',hostel,15,65,40,5,Cleanliness
'students report that directional signage is unclear for new students in food court campus operations are being disrupted and it interrupts scheduled teaching at 10:50 case 2508',food,10,63,83,1,Other
'during the latest session a spill has made the floor slippery in security post without any warning notice and it interrupts scheduled teaching at 11:50 case 2509',outdoor,11,71,47,2,Cleanliness
'please investigate because the campus network drops repeatedly during class in reception and staff assistance has been requested and several students are affected at 11:45 case 2510',office,11,100,31,3,Network
'a repeated observation is that internet speed falls below a usable level in g6 and staff assistance has been requested while the area is moderately occupied at 11:25 case 2511',academic,11,82,61,1,Network
'staff were informed that the experiment console does not record readings in gym laboratory equipment availability is affected and the condition has become more frequent at 10:23 case 2512',sports,10,76,35,4,Lab_Equipment
'a repeated observation is that the display cable and wall port need repair in counter a during a regular teaching period after normal troubleshooting was attempted at 10:06 case 2515',food,10,100,43,3,Infrastructure
'a repeated observation is that a power socket is loose and unsafe in reading hall the electrical supply needs inspection although nearby rooms remain usable at 8:42 case 2516',library,8,52,73,4,Electrical
'students report that waste bins are overflowing into the corridor in cl22-a near the main entrance to the space and staff assistance has been requested at 17:56 case 2517',lab,17,50,53,2,Cleanliness
'a repeated observation is that the queue extends into the walking area in billing counter the food service operation is affected while another campus service remains normal at 12:02 case 2518',food,12,69,60,3,Canteen
'for the second time this week the ventilation fan does not start in basketball court the electrical supply needs inspection and it interrupts scheduled teaching at 16:01 case 2519',sports,16,60,73,1,Electrical
'during the latest session students cannot authenticate to the wireless network in indoor court the network service is affected while the area is moderately occupied at 10:42 case 2522',sports,10,35,66,5,Network
'a repeated observation is that the wash area needs urgent sanitation in cl1-b near the main entrance to the space after normal troubleshooting was attempted at 13:09 case 2524',lab,13,51,44,3,Cleanliness
'an urgent maintenance check is needed because the lunch rush is blocking the entrance in cl1-b although nearby rooms remain usable and staff assistance has been requested at 16:02 case 2525',lab,16,81,31,1,Canteen
'during the latest session the classroom door cannot close safely in cs2 and staff assistance has been requested near the main entrance to the space at 11:12 case 2528',academic,11,85,69,4,Infrastructure
'please investigate because the service queue is moving very slowly in g6 the food service operation is affected although nearby rooms remain usable at 14:49 case 2529',academic,14,68,58,4,Canteen
'staff were informed that billing and collection lines are merging into one queue in group study and the condition has become more frequent without any warning notice at 14:17 case 2530',library,14,79,44,2,Canteen
'an urgent maintenance check is needed because the lab printer is unavailable to student systems in ff6 after normal troubleshooting was attempted and staff assistance has been requested at 18:42 case 2531',academic,18,39,74,4,Lab_Equipment
'for the second time this week the wired connection cannot reach institute services in ff6 the network service is affected without any warning notice at 9:20 case 2532',academic,9,80,57,5,Network
'today we noticed that network coverage disappears near the back rows in indoor court the network service is affected after normal troubleshooting was attempted at 10:53 case 2536',sports,10,49,67,1,Network
'a repeated observation is that the wash area needs urgent sanitation in g5 and several students are affected near the main entrance to the space at 15:48 case 2537',academic,15,68,68,1,Cleanliness
'today we noticed that charging points are unavailable in ece-202 the electrical supply needs inspection during a regular teaching period at 11:49 case 2538',lab,11,91,77,3,Electrical
'for the second time this week the wired connection cannot reach institute services in cr202 the network service is affected and it interrupts scheduled teaching at 16:20 case 2539',academic,16,78,61,1,Network
'an urgent maintenance check is needed because the lab printer is unavailable to student systems in cooler a and staff assistance has been requested after normal troubleshooting was attempted at 11:35 case 2540',utility,11,50,60,3,Lab_Equipment
'please investigate because the projector loses its input after a few minutes in cr101 the physical infrastructure needs attention near the main entrance to the space at 12:21 case 2542',academic,12,64,67,5,Infrastructure
'for the second time this week the lecture-room screen does not lower correctly in student parking the physical infrastructure needs attention after normal troubleshooting was attempted at 11:06 case 2543',outdoor,11,55,38,2,Infrastructure
'please investigate because the area has not been cleaned since the morning in backstage this is a hygiene and cleanliness concern and the issue lasts more than ten minutes at 18:32 case 2544',common,18,82,68,2,Cleanliness
'staff were informed that dust and litter remain around the workstations in gate 1 this is a hygiene and cleanliness concern during a regular teaching period at 11:17 case 2545',outdoor,11,68,20,2,Cleanliness
'during the latest session a spill has made the floor slippery in basketball court while another campus service remains normal and staff assistance has been requested at 8:37 case 2546',sports,8,47,82,3,Cleanliness
'for the second time this week the ventilation fan does not start in h5 corridor 2 the electrical supply needs inspection and the condition has become more frequent at 12:58 case 2547',hostel,12,39,33,2,Electrical
'students report that the wifi signal is unstable for several devices in cl15-b and the condition has become more frequent near the main entrance to the space at 15:11 case 2548',lab,15,68,62,2,Network
'for the second time this week the cleaning schedule appears to have been missed in g5 this is a hygiene and cleanliness concern and several students are affected at 16:28 case 2550',academic,16,63,48,1,Cleanliness
'for the second time this week the cleaning schedule appears to have been missed in cs1 near the main entrance to the space and several students are affected at 11:34 case 2551',academic,11,99,49,2,Cleanliness
'during the latest session a spill has made the floor slippery in backstage and several students are affected near the main entrance to the space at 10:46 case 2552',common,10,75,44,3,Cleanliness
'a repeated observation is that the queue extends into the walking area in ts11 the food service operation is affected and it interrupts scheduled teaching at 16:49 case 2553',academic,16,62,63,3,Canteen
'staff were informed that a tap continues running after it is closed in gym while the area is moderately occupied while the area is moderately occupied at 13:08 case 2554',sports,13,72,54,3,Water
'please investigate because the projector loses its input after a few minutes in main hall although nearby rooms remain usable and several students are affected at 14:54 case 2557',common,14,47,80,2,Infrastructure
'please investigate because the projector loses its input after a few minutes in cr201 after normal troubleshooting was attempted and the issue lasts more than ten minutes at 9:33 case 2558',academic,9,44,61,3,Infrastructure
'staff were informed that the writing surface is damaged and difficult to use in cl1-a the physical infrastructure needs attention after normal troubleshooting was attempted at 11:20 case 2559',lab,11,82,35,3,Infrastructure
'today we noticed that charging points are unavailable in cl3-a the electrical supply needs inspection and it interrupts scheduled teaching at 15:43 case 2560',lab,15,41,95,2,Electrical
'students report that several desks have loose or damaged fittings in food court the physical infrastructure needs attention without any warning notice at 10:12 case 2562',food,10,40,71,2,Lab_Equipment
'today we noticed that charging points are unavailable in academic office although nearby rooms remain usable while another campus service remains normal at 12:04 case 2563',office,12,82,78,1,Electrical
'a repeated observation is that the wash area needs urgent sanitation in ts17 this is a hygiene and cleanliness concern without any warning notice at 8:51 case 2564',academic,8,60,26,4,Cleanliness
'please investigate because the projector loses its input after a few minutes in group study the physical infrastructure needs attention and the issue lasts more than ten minutes at 8:50 case 2568',library,8,46,43,3,Electrical
'a repeated observation is that the nearest water point is not operational in h4 corridor 2 the water service needs attention and the issue lasts more than ten minutes at 13:21 case 2571',hostel,13,61,63,5,Water
'staff were informed that online resources time out during the session in cl22-b and it interrupts scheduled teaching while another campus service remains normal at 8:27 case 2573',lab,8,68,40,3,Network
'today we noticed that the corridor has a persistent hygiene problem in cr101 while another campus service remains normal during a regular teaching period at 17:38 case 2574',academic,17,31,57,1,Cleanliness
'during the latest session lights flicker repeatedly during use in digital area the electrical supply needs inspection and staff assistance has been requested at 8:44 case 2575',library,8,99,88,3,Electrical
'during the latest session the classroom door cannot close safely in cr425 near the main entrance to the space while another campus service remains normal at 11:11 case 2576',academic,11,83,51,2,Infrastructure
'a repeated observation is that the wash area needs urgent sanitation in ts12 while another campus service remains normal without any warning notice at 18:19 case 2577',academic,18,63,36,1,Canteen
'an urgent maintenance check is needed because the lunch rush is blocking the entrance in ece-201 and it interrupts scheduled teaching while another campus service remains normal at 13:34 case 2578',lab,13,57,59,3,Canteen
'please investigate because the ceiling fans are not operating in g3 during a regular teaching period and it interrupts scheduled teaching at 16:20 case 2579',academic,16,61,77,1,Electrical
'an urgent maintenance check is needed because a switchboard becomes warm during operation in group study near the main entrance to the space and the condition has become more frequent at 10:53 case 2580',library,10,59,42,4,Electrical
'for the second time this week the lecture-room screen does not lower correctly in cl22-a without any warning notice after normal troubleshooting was attempted at 9:49 case 2581',lab,9,75,69,2,Infrastructure
'today we noticed that charging points are unavailable in h4 corridor 2 the electrical supply needs inspection although nearby rooms remain usable at 15:20 case 2582',hostel,15,78,80,5,Electrical
'a repeated observation is that internet speed falls below a usable level in gate 1 the network service is affected while another campus service remains normal at 12:52 case 2583',outdoor,12,94,50,1,Network
'an urgent maintenance check is needed because pedestrian movement is restricted by stored material in reception during a regular teaching period although nearby rooms remain usable at 14:58 case 2584',office,14,58,48,3,Other
'a repeated observation is that the wash area needs urgent sanitation in washroom g while the area is moderately occupied while the area is moderately occupied at 16:57 case 2586',utility,16,54,29,2,Cleanliness
'students report that the wifi signal is unstable for several devices in cl22-a the network service is affected and the condition has become more frequent at 10:44 case 2587',lab,10,89,58,2,Network
'staff were informed that online resources time out during the session in counter a the network service is affected and the condition has become more frequent at 12:22 case 2588',food,12,70,58,1,Network
'please investigate because the service queue is moving very slowly in cl15-b the food service operation is affected during a regular teaching period at 15:20 case 2591',lab,15,80,38,3,Canteen
'today we noticed that the refill indicator has remained empty in h5 common room near the main entrance to the space although nearby rooms remain usable at 16:12 case 2592',hostel,16,41,68,3,Water
'today we noticed that the refill indicator has remained empty in h5 common room the water service needs attention and staff assistance has been requested at 10:32 case 2593',hostel,10,68,46,4,Water
'please investigate because the campus network drops repeatedly during class in cr201 without any warning notice and several students are affected at 11:16 case 2594',academic,11,73,70,2,Network
'for the second time this week the device driver is missing from the workstation in cl1-b while the area is moderately occupied although nearby rooms remain usable at 8:18 case 2595',lab,8,41,59,1,Lab_Equipment
'a repeated observation is that the queue extends into the walking area in cl22-a after normal troubleshooting was attempted and the condition has become more frequent at 8:31 case 2597',lab,8,77,66,2,Canteen
'today we noticed that network coverage disappears near the back rows in indoor court the network service is affected near the main entrance to the space at 9:34 case 2600',sports,9,57,61,3,Network
'students report that only one billing counter is open during the rush in g2 while another campus service remains normal while another campus service remains normal at 10:43 case 2601',academic,10,79,45,3,Canteen
'staff were informed that dust and litter remain around the workstations in cr101 this is a hygiene and cleanliness concern and staff assistance has been requested at 10:15 case 2602',academic,10,66,76,2,Electrical
'an urgent maintenance check is needed because the lab printer is unavailable to student systems in cs1 laboratory equipment availability is affected and several students are affected at 15:59 case 2605',academic,15,70,53,1,Lab_Equipment
'staff were informed that an unattended item is obstructing the walkway in cl1-b and it interrupts scheduled teaching and several students are affected at 8:05 case 2606',lab,8,56,44,4,Other
'an urgent maintenance check is needed because the lab printer is unavailable to student systems in ff6 laboratory equipment availability is affected and several students are affected at 8:39 case 2607',academic,8,56,64,1,Lab_Equipment
'staff were informed that billing and collection lines are merging into one queue in dining hall the food service operation is affected without any warning notice at 16:08 case 2608',food,16,61,73,4,Canteen
'please investigate because the projector loses its input after a few minutes in ff6 and several students are affected during a regular teaching period at 8:38 case 2610',academic,8,58,65,4,Infrastructure
'today we noticed that the corridor has a persistent hygiene problem in cl1-a and several students are affected while the area is moderately occupied at 8:29 case 2611',lab,8,46,66,3,Cleanliness
'an urgent maintenance check is needed because video lectures buffer on the campus connection in cr201 while the area is moderately occupied while another campus service remains normal at 8:31 case 2613',academic,8,81,32,1,Network
'a repeated observation is that a campus service is unavailable without an explanation in group study without any warning notice and the issue lasts more than ten minutes at 10:34 case 2615',library,10,72,70,3,Other
'students report that the air conditioner stops cooling after midday in basketball court the electrical supply needs inspection and staff assistance has been requested at 11:35 case 2616',sports,11,97,71,3,Electrical
'staff were informed that the writing surface is damaged and difficult to use in group study the physical infrastructure needs attention without any warning notice at 11:14 case 2617',library,11,61,53,1,Infrastructure
'a repeated observation is that the nearest water point is not operational in food court the water service needs attention although nearby rooms remain usable at 9:29 case 2618',food,9,52,69,2,Water
'students report that only one billing counter is open during the rush in cl1-a the food service operation is affected although nearby rooms remain usable at 9:11 case 2619',lab,9,42,57,3,Canteen
'today we noticed that the corridor has a persistent hygiene problem in ts12 and the issue lasts more than ten minutes after normal troubleshooting was attempted at 17:38 case 2620',academic,17,92,83,2,Cleanliness
'for the second time this week the wired connection cannot reach institute services in cl1-a the network service is affected after normal troubleshooting was attempted at 11:07 case 2621',lab,11,37,61,2,Network
'students report that a monitor and keyboard are not detected in gate 1 laboratory equipment availability is affected and staff assistance has been requested at 13:34 case 2622',outdoor,13,86,88,2,Lab_Equipment
'staff were informed that an unattended item is obstructing the walkway in cooler b campus operations are being disrupted and several students are affected at 16:57 case 2623',utility,16,38,48,3,Other
'staff were informed that online resources time out during the session in cl1-a although nearby rooms remain usable although nearby rooms remain usable at 13:51 case 2624',lab,13,81,64,5,Network
'today we noticed that network coverage disappears near the back rows in gh corridor 1 while the area is moderately occupied and the condition has become more frequent at 16:53 case 2625',hostel,16,65,60,3,Network
'please investigate because the ceiling fans are not operating in h5 corridor 1 and the issue lasts more than ten minutes while another campus service remains normal at 16:11 case 2626',hostel,16,60,73,2,Electrical
'students report that several desks have loose or damaged fittings in ece-202 the physical infrastructure needs attention after normal troubleshooting was attempted at 10:31 case 2627',lab,10,49,49,3,Infrastructure
'today we noticed that network coverage disappears near the back rows in washroom g near the main entrance to the space and it interrupts scheduled teaching at 11:29 case 2628',utility,11,89,71,1,Network
'during the latest session students cannot authenticate to the wireless network in g1 the network service is affected while another campus service remains normal at 10:06 case 2629',academic,10,38,60,2,Network
'please investigate because the drinking-water dispenser is empty in gh corridor 1 the water service needs attention and several students are affected at 8:58 case 2630',hostel,8,43,56,3,Water
'staff were informed that a tap continues running after it is closed in cr202 the water service needs attention although nearby rooms remain usable at 14:18 case 2633',academic,14,62,43,3,Water
'during the latest session students cannot authenticate to the wireless network in billing counter and the condition has become more frequent and several students are affected at 13:20 case 2634',food,13,63,64,3,Network
'today we noticed that charging points are unavailable in washroom g the electrical supply needs inspection while the area is moderately occupied at 18:44 case 2635',utility,18,66,37,4,Electrical
'for the second time this week the wired connection cannot reach institute services in ece-202 and it interrupts scheduled teaching and the condition has become more frequent at 8:30 case 2636',lab,8,70,39,1,Network
'during the latest session the common area is overcrowded in ts11 campus operations are being disrupted and the condition has become more frequent at 8:52 case 2637',academic,8,65,41,2,Other
'staff were informed that an electrical panel is making an unusual sound in h5 corridor 2 although nearby rooms remain usable near the main entrance to the space at 9:03 case 2638',hostel,9,47,51,2,Electrical
'for the second time this week the wired connection cannot reach institute services in h4 corridor 1 although nearby rooms remain usable while another campus service remains normal at 9:45 case 2639',hostel,9,85,25,2,Other
'for the second time this week water is collecting beneath the dispenser in h4 corridor 1 the water service needs attention while another campus service remains normal at 9:40 case 2642',hostel,9,85,55,3,Water
'staff were informed that the experiment console does not record readings in cl3-a laboratory equipment availability is affected although nearby rooms remain usable at 18:18 case 2644',lab,18,62,87,3,Lab_Equipment
'today we noticed that the refill indicator has remained empty in ts11 the water service needs attention and staff assistance has been requested at 12:40 case 2648',academic,12,56,67,2,Water
'during the latest session students are waiting too long for food service in h5 corridor 2 the food service operation is affected near the main entrance to the space at 11:43 case 2649',hostel,11,45,72,5,Canteen
'an urgent maintenance check is needed because a switchboard becomes warm during operation in cr201 the electrical supply needs inspection while the area is moderately occupied at 10:11 case 2652',academic,10,58,58,2,Electrical
'staff were informed that dust and litter remain around the workstations in visitor parking and it interrupts scheduled teaching and staff assistance has been requested at 18:38 case 2653',outdoor,18,27,43,3,Cleanliness
'please investigate because several systems freeze during compilation in cr101 and the condition has become more frequent while the area is moderately occupied at 11:17 case 2655',academic,11,50,59,2,Lab_Equipment
'students report that several desks have loose or damaged fittings in gate 1 and the issue lasts more than ten minutes while the area is moderately occupied at 10:11 case 2656',outdoor,10,77,65,4,Infrastructure
'an urgent maintenance check is needed because the lab printer is unavailable to student systems in gym laboratory equipment availability is affected after normal troubleshooting was attempted at 9:47 case 2657',sports,9,75,83,3,Lab_Equipment
'during the latest session the workstation cannot boot for the practical in h4 corridor 1 laboratory equipment availability is affected and the condition has become more frequent at 8:06 case 2658',hostel,8,61,40,5,Lab_Equipment
'staff were informed that the writing surface is damaged and difficult to use in g1 the physical infrastructure needs attention and it interrupts scheduled teaching at 13:21 case 2659',academic,13,100,34,5,Infrastructure
'for the second time this week the help desk is closed during published hours in reception campus operations are being disrupted while another campus service remains normal at 13:13 case 2660',office,13,41,77,5,Other
'an urgent maintenance check is needed because a switchboard becomes warm during operation in food court and it interrupts scheduled teaching and the issue lasts more than ten minutes at 13:31 case 2661',food,13,58,40,3,Electrical
'students report that several desks have loose or damaged fittings in gate 1 the physical infrastructure needs attention while the area is moderately occupied at 12:44 case 2662',outdoor,12,75,57,4,Infrastructure
'an urgent maintenance check is needed because video lectures buffer on the campus connection in visitor parking the network service is affected after normal troubleshooting was attempted at 17:22 case 2663',outdoor,17,50,55,1,Network
'students report that several desks have loose or damaged fittings in backstage after normal troubleshooting was attempted during a regular teaching period at 10:09 case 2664',common,10,1,72,5,Infrastructure
'an urgent maintenance check is needed because signage for the room is missing in cs1 and the issue lasts more than ten minutes after normal troubleshooting was attempted at 15:34 case 2665',academic,15,59,50,3,Infrastructure
'staff were informed that online resources time out during the session in cr202 during a regular teaching period while another campus service remains normal at 14:55 case 2666',academic,14,98,53,1,Network
'today we noticed that the refill indicator has remained empty in g6 and several students are affected and it interrupts scheduled teaching at 15:15 case 2667',academic,15,31,49,2,Network
'staff were informed that an electrical panel is making an unusual sound in h5 common room the electrical supply needs inspection while another campus service remains normal at 15:52 case 2668',hostel,15,59,60,5,Electrical
'staff were informed that a tap continues running after it is closed in cr101 and several students are affected and staff assistance has been requested at 10:10 case 2669',academic,10,60,42,5,Water
'during the latest session students cannot authenticate to the wireless network in backstage the network service is affected while the area is moderately occupied at 9:49 case 2671',common,9,69,23,2,Lab_Equipment
'students report that the wifi signal is unstable for several devices in security post the network service is affected after normal troubleshooting was attempted at 17:01 case 2672',outdoor,17,53,50,2,Network
